id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
258,28.12,The product is a must-have for every home,47.17,3,19.05,15,53,3825 Hoard Terrace,2023-05-12,2023-05-12
259,18.32,The product is difficult to assemble,58.82,5,40.5,13,36,26 Mallard Circle,2023-05-23,2023-05-23
260,18.6,The product is a conversation-starter,32.33,2,13.73,15,39,998 Waxwing Place,2023-08-15,2023-08-15
261,15.37,The product is a lifesaver,32.23,2,16.86,16,81,3554 Onsgard Court,2023-10-26,2023-10-26
262,24.42,The product is a game-changer,37.0,4,12.58,11,51,82933 Charing Cross Plaza,2023-02-09,2023-02-09
263,28.8,The product is easy to use,45.3,4,16.5,11,47,32701 Redwing Way,2023-05-26,2023-05-26
264,21.2,The product is not durable,30.64,1,9.44,10,100,585 Lyons Place,2023-09-15,2023-09-15
265,26.74,Excellent customer service,46.08,3,19.34,8,12,4573 Algoma Circle,2023-05-22,2023-05-22
266,12.91,Very satisfied with my purchase,58.96,3,46.05,14,90,85 Towne Drive,2023-08-27,2023-08-27
267,10.32,Very happy with my purchase,39.84,1,29.52,12,32,87 Fair Oaks Plaza,2023-01-12,2023-01-12
268,16.56,The product is a game-changer,38.98,4,22.42,14,60,79 West Lane,2023-03-14,2023-03-14
269,25.13,Product arrived earlier than expected,54.65,5,29.52,12,42,2684 Oriole Trail,2023-02-07,2023-02-07
270,16.04,The product is a conversation-starter,54.99,3,38.95,13,49,7 Eliot Crossing,2023-01-10,2023-01-10
271,15.16,Very happy with my purchase,47.6,2,32.44,12,11,47 Charing Cross Lane,2023-04-06,2023-04-06
272,13.39,The product is a must-have for every home,50.37,2,36.98,13,41,585 Maywood Point,2023-01-02,2023-01-02
273,19.8,Would buy from this seller again,57.65,2,37.85,11,77,491 Fisk Lane,2023-06-07,2023-06-07
274,30.0,The product is stylish and trendy,32.5,5,2.5,16,68,0454 Laurel Court,2023-08-10,2023-08-10
275,14.4,The product is exactly as described,40.11,3,25.71,13,54,003 Bunting Hill,2023-01-25,2023-01-25
276,28.42,Very disappointed with this purchase,39.86,3,11.44,10,92,3 Montana Circle,2023-07-20,2023-07-20
277,13.05,The product broke after a few uses,33.52,5,20.47,10,16,71 Kim Trail,2023-03-20,2023-03-20
278,11.8,I love this product so much,47.44,2,35.64,15,93,9 Randy Park,2023-02-24,2023-02-24
279,23.64,The product is a must-have for every home,35.59,1,11.95,16,98,5 Stephen Pass,2023-09-15,2023-09-15
280,20.24,The product is a show-stopper,43.72,5,23.48,11,32,98 Eastwood Point,2023-07-14,2023-07-14
281,25.99,Very happy with my purchase,45.09,5,19.1,14,79,49 Dahle Road,2023-05-30,2023-05-30
282,11.14,The product is a stress-reliever,57.88,1,46.74,11,63,7505 Cambridge Road,2023-11-23,2023-11-23
283,19.84,The size runs small,50.98,5,31.14,16,100,47422 Haas Drive,2023-09-10,2023-09-10
284,21.38,The color is not as shown in the picture,39.55,1,18.17,11,28,1747 Scofield Terrace,2023-06-30,2023-06-30
285,17.76,The product is a head-turner,51.16,3,33.4,14,80,5 Ridgeview Street,2023-02-21,2023-02-21
286,19.93,Very happy with my purchase,33.21,3,13.28,10,58,7 Spohn Hill,2023-01-13,2023-01-13
287,15.62,great service,58.01,1,42.39,15,25,142 Pierstorff Plaza,2023-09-15,2023-09-15
288,26.8,The size runs small,45.33,2,18.53,11,87,2 Service Drive,2023-06-08,2023-06-08
289,15.8,The product is a great value for the price,55.69,5,39.89,15,65,57 Longview Crossing,2023-06-23,2023-06-23
290,20.72,The size runs small,49.21,2,28.49,8,18,6481 Sauthoff Road,2023-08-23,2023-08-23
291,29.64,The product is not durable,46.02,2,16.38,12,42,7 Acker Terrace,2023-12-03,2023-12-03
292,29.52,The packaging was damaged,57.07,2,27.55,13,41,729 Hoffman Alley,2023-08-14,2023-08-14
293,16.41,I love this product so much,59.01,1,42.6,15,95,17821 Farmco Point,2023-01-19,2023-01-19
294,14.24,The product is a confidence-booster,51.58,5,37.34,13,30,9274 Westend Parkway,2023-12-18,2023-12-18
295,10.47,The product is a mood-booster,35.74,3,25.27,8,71,5 Grover Place,2023-05-09,2023-05-09
296,17.07,The size runs small,41.97,2,24.9,9,61,817 Hoepker Alley,2023-03-21,2023-03-21
297,11.38,Very happy with my purchase,38.78,5,27.4,14,50,18011 Birchwood Place,2023-07-18,2023-07-18
298,26.5,I love this product so much,55.41,2,28.91,9,97,50198 Kings Place,2023-05-26,2023-05-26
299,11.19,The product is a crowd-pleaser,45.83,2,34.64,9,55,494 Pennsylvania Place,2023-11-07,2023-11-07
300,13.95,The product is a head-turner,53.61,3,39.66,12,49,8731 Mesta Parkway,2023-03-26,2023-03-26
301,23.21,The product is a head-turner,36.7,1,13.49,14,48,3334 Spenser Pass,2023-11-20,2023-11-20
302,21.11,The product is difficult to assemble,40.03,3,18.92,9,73,2844 Menomonie Drive,2023-05-25,2023-05-25
303,12.26,Excellent customer service,39.72,2,27.46,13,53,3107 Summit Park,2023-02-23,2023-02-23
304,22.88,The product is a game-changer,33.13,5,10.25,8,70,1 Parkside Junction,2023-08-28,2023-08-28
305,10.29,The product is difficult to assemble,48.54,1,38.25,14,4,8 Magdeline Avenue,2023-05-23,2023-05-23
306,26.4,The product is versatile and can be used in many ways,46.09,3,19.69,10,22,0308 Golden Leaf Street,2023-07-31,2023-07-31
307,24.99,The product is a party-starter,45.45,2,20.46,9,45,6506 Messerschmidt Pass,2023-04-11,2023-04-11
308,17.62,The product is a show-stopper,54.71,4,37.09,8,31,04657 Reinke Parkway,2023-12-29,2023-12-29
309,18.76,great service,39.02,5,20.26,12,89,12934 Russell Alley,2023-11-19,2023-11-19
310,12.56,The product is versatile and can be used in many ways,53.74,2,41.18,15,75,0 International Way,2023-12-13,2023-12-13
311,28.09,Not what I expected,49.81,3,21.72,15,49,260 Warrior Road,2023-04-27,2023-04-27
312,21.89,The price is too high for the quality,57.34,3,35.45,15,28,23890 Lake View Place,2023-03-17,2023-03-17
313,11.76,The product is a mood-booster,47.85,4,36.09,13,63,65094 Oneill Pass,2023-09-07,2023-09-07
314,15.21,The product is a confidence-booster,36.68,2,21.47,14,80,1576 American Court,2023-10-26,2023-10-26
315,20.88,Not what I expected,50.37,2,29.49,8,67,9 Autumn Leaf Crossing,2023-04-22,2023-04-22
316,24.18,The material is very soft and comfortable,45.88,5,21.7,10,47,44 Melvin Pass,2023-05-19,2023-05-19
317,10.36,Product arrived earlier than expected,49.2,1,38.84,10,87,20391 Merchant Court,2023-11-23,2023-11-23
318,12.49,The product is a game-changer,43.08,5,30.59,15,72,8 Grim Circle,2023-11-23,2023-11-23
319,23.23,Product arrived earlier than expected,33.05,1,9.82,13,35,8 Saint Paul Junction,2023-10-26,2023-10-26
320,13.71,Very satisfied with my purchase,47.87,5,34.16,13,33,708 Bowman Trail,2023-09-15,2023-09-15
321,21.84,Would buy from this seller again,51.41,5,29.57,8,26,4732 Fordem Lane,2023-07-12,2023-07-12
322,23.43,The size runs small,47.89,4,24.46,8,5,0 Anzinger Point,2023-01-26,2023-01-26
323,26.31,Not worth the money,48.18,1,21.87,9,11,260 Waubesa Park,2023-11-23,2023-11-23
324,12.63,The product is a great gift idea,55.94,2,43.31,12,76,8609 Graedel Junction,2023-02-27,2023-02-27
325,27.22,The product is perfect for my needs,31.47,4,4.25,12,51,90 Vernon Trail,2023-05-09,2023-05-09
326,16.78,The product is a conversation-starter,40.19,2,23.41,15,91,89429 Eagle Crest Way,2023-07-22,2023-07-22
327,20.69,The price is too high for the quality,41.97,5,21.28,11,58,835 Nevada Avenue,2023-09-05,2023-09-05
328,19.65,The product is not durable,44.01,3,24.36,14,97,4 3rd Place,2023-10-24,2023-10-24
329,12.95,order a size up,47.12,2,34.17,11,34,73954 Macpherson Point,2023-06-18,2023-06-18
330,16.78,Fast shipping,55.34,2,38.56,12,65,78568 La Follette Alley,2023-12-11,2023-12-11
331,11.92,The product is difficult to assemble,51.05,2,39.13,15,88,176 Stone Corner Plaza,2023-10-20,2023-10-20
332,22.63,I love this product so much,53.92,3,31.29,15,59,2095 5th Street,2023-03-31,2023-03-31
333,25.77,The product is exactly as described,51.06,4,25.29,11,38,1 Lake View Park,2023-09-07,2023-09-07
334,28.0,Product arrived earlier than expected,44.89,4,16.89,13,3,8 Brown Plaza,2023-04-27,2023-04-27
335,19.1,great service,42.59,1,23.49,14,84,1307 Gulseth Junction,2023-06-14,2023-06-14
336,13.9,The product is perfect for my needs,35.66,5,21.76,16,74,87360 Green Junction,2023-03-06,2023-03-06
337,22.87,The product is a stress-reliever,44.82,1,21.95,11,60,20240 Spohn Street,2023-11-30,2023-11-30
338,23.31,The product is a crowd-pleaser,32.72,4,9.41,13,93,7319 Lukken Place,2023-11-01,2023-11-01
339,18.75,Would buy from this seller again,35.89,2,17.14,8,44,7599 Washington Circle,2023-08-03,2023-08-03
340,29.93,The product is perfect for my needs,33.33,2,3.4,11,53,80 Maple Road,2023-04-22,2023-04-22
341,21.89,The product is difficult to assemble,33.65,3,11.76,8,95,9036 Kennedy Way,2023-02-16,2023-02-16
342,14.71,Fast shipping,36.06,3,21.35,15,48,75 Mallard Hill,2023-11-15,2023-11-15
343,24.39,Would buy from this seller again,56.29,1,31.9,11,90,6217 Anhalt Court,2023-10-21,2023-10-21
344,29.0,I love this product so much,50.4,4,21.4,10,5,7 Welch Pass,2023-03-04,2023-03-04
345,21.1,The size runs small,48.39,3,27.29,9,62,3 Rutledge Point,2023-08-12,2023-08-12
346,13.32,The product is a crowd-pleaser,47.96,4,34.64,14,28,9 Spohn Hill,2023-10-05,2023-10-05
347,27.17,The product is easy to use,46.21,3,19.04,9,13,895 Dunning Court,2023-12-27,2023-12-27
348,20.21,The product is a confidence-booster,45.9,4,25.69,11,64,80 Kenwood Road,2023-02-16,2023-02-16
349,11.24,The product is a great value for the price,56.69,4,45.45,10,97,01515 Homewood Way,2023-03-29,2023-03-29
350,15.09,The product is a show-stopper,34.16,2,19.07,15,23,84 Fisk Center,2023-12-11,2023-12-11
351,28.5,The product is a game-changer,42.09,2,13.59,15,52,42450 Dexter Circle,2023-06-15,2023-06-15
352,22.4,The product is a must-have for every home,50.89,5,28.49,15,87,17653 Comanche Terrace,2023-06-04,2023-06-04
353,17.9,Excellent customer service,44.51,2,26.61,10,11,439 Fremont Way,2023-06-19,2023-06-19
354,21.49,order a size up,36.45,1,14.96,16,7,5269 Eastlawn Court,2023-02-10,2023-02-10
355,22.17,The product broke after a few uses,52.58,2,30.41,12,40,7317 Homewood Way,2023-11-08,2023-11-08
356,13.84,The product is not durable,37.39,2,23.55,16,60,705 Mallard Road,2023-11-17,2023-11-17
357,12.22,The material is very soft and comfortable,30.15,2,17.93,16,36,4101 Bluestem Court,2023-04-02,2023-04-02
358,23.94,The product is a great value for the price,32.59,5,8.65,16,92,93033 Leroy Parkway,2023-03-29,2023-03-29
359,20.77,The product is difficult to assemble,42.91,5,22.14,9,19,2556 La Follette Street,2023-05-23,2023-05-23
360,14.38,The product is a party-starter,31.92,2,17.54,16,77,3 Cardinal Avenue,2023-03-12,2023-03-12
361,15.39,The product is stylish and trendy,34.55,3,19.16,11,99,9290 Hanson Plaza,2023-06-18,2023-06-18
362,22.44,I love this product so much,30.37,2,7.93,8,49,4 Pankratz Crossing,2023-04-27,2023-04-27
363,18.41,The product is a head-turner,41.18,3,22.77,11,76,78422 Brown Road,2023-06-26,2023-06-26
364,13.24,The color is not as shown in the picture,52.36,5,39.12,10,78,84471 Blackbird Crossing,2023-03-30,2023-03-30
365,27.33,The product is a great gift idea,30.86,2,3.53,13,63,97 Claremont Pass,2023-06-21,2023-06-21
366,20.51,The product is a show-stopper,49.07,1,28.56,9,71,2 Truax Place,2023-10-02,2023-10-02
367,20.52,The price is too high for the quality,58.76,4,38.24,9,6,3 Blaine Center,2023-06-29,2023-06-29
368,10.0,The product is a crowd-pleaser,43.35,2,33.35,12,85,31 Comanche Way,2023-10-23,2023-10-23
369,14.9,The product is a party-starter,42.0,2,27.1,16,68,03873 Burning Wood Avenue,2023-05-03,2023-05-03
370,28.24,The product is difficult to assemble,38.1,4,9.86,9,32,471 Crescent Oaks Avenue,2023-09-27,2023-09-27
371,18.34,The product is a show-stopper,43.73,5,25.39,15,45,7 Mifflin Pass,2023-05-09,2023-05-09
372,12.08,The product is exactly as described,59.37,1,47.29,15,33,20 Grasskamp Pass,2023-06-25,2023-06-25
373,12.38,The product is a show-stopper,34.67,4,22.29,14,16,6 Bashford Avenue,2023-04-27,2023-04-27
374,19.75,The product is exactly as described,41.7,4,21.95,11,96,41 Vera Avenue,2023-08-17,2023-08-17
375,14.56,The product is a time-saver,35.58,2,21.02,15,36,005 Sycamore Hill,2023-11-22,2023-11-22
376,25.5,Very happy with my purchase,54.04,5,28.54,9,73,260 Glendale Place,2023-03-23,2023-03-23
377,19.06,Great quality,52.44,1,33.38,8,78,571 Carberry Park,2023-05-17,2023-05-17
378,12.94,Excellent customer service,55.61,4,42.67,11,19,79664 Independence Road,2023-03-24,2023-03-24
379,17.28,The product is a space-saver,35.95,1,18.67,14,85,7015 Gina Point,2023-03-17,2023-03-17
380,23.37,The product is a stress-reliever,52.15,5,28.78,12,99,3 Surrey Park,2023-03-24,2023-03-24
381,14.43,The product is a must-have for every home,35.98,2,21.55,16,14,076 Vermont Junction,2023-12-30,2023-12-30
382,19.23,The product broke after a few uses,34.77,2,15.54,12,95,04 Golf Alley,2023-09-03,2023-09-03
383,15.06,The size runs small,57.75,3,42.69,12,26,4 Spaight Alley,2023-10-16,2023-10-16
384,10.29,The product is difficult to assemble,30.98,5,20.69,11,100,7 Colorado Junction,2023-10-09,2023-10-09
385,24.63,The product is a confidence-booster,44.74,1,20.11,14,48,506 Laurel Park,2023-10-08,2023-10-08
386,10.57,The product is a great value for the price,59.3,1,48.73,10,57,5588 Holmberg Junction,2023-10-15,2023-10-15
387,16.65,great service,46.5,1,29.85,12,92,37 Delaware Pass,2023-09-06,2023-09-06
388,14.68,The product is a crowd-pleaser,38.93,4,24.25,12,27,0653 David Terrace,2023-10-30,2023-10-30
389,22.3,Fast shipping,32.95,5,10.65,14,82,7 Buena Vista Hill,2023-12-01,2023-12-01
390,21.45,The product is a game-changer,43.56,1,22.11,12,67,8388 Sutherland Hill,2023-11-14,2023-11-14
391,21.13,Great quality,47.78,4,26.65,10,61,909 Anthes Avenue,2023-11-15,2023-11-15
392,10.08,Not worth the money,41.05,2,30.97,14,24,462 Maple Wood Hill,2023-01-16,2023-01-16
393,12.96,Great quality,55.5,1,42.54,15,47,9 Morning Avenue,2023-12-13,2023-12-13
394,19.4,The product is a lifesaver,45.93,3,26.53,9,62,1513 Ronald Regan Plaza,2023-02-27,2023-02-27
395,13.67,Very happy with my purchase,53.14,1,39.47,9,22,543 Oak Terrace,2023-11-05,2023-11-05
396,22.24,The product is not durable,52.01,5,29.77,8,46,158 Lukken Junction,2023-05-29,2023-05-29
397,29.69,The product is a great gift idea,41.85,5,12.16,8,42,07947 Lien Road,2023-06-10,2023-06-10
398,28.86,The product is exactly as described,52.97,4,24.11,15,8,38 Vernon Alley,2023-08-26,2023-08-26
399,29.28,Very disappointed with this purchase,54.56,5,25.28,13,1,69472 Graedel Hill,2023-11-17,2023-11-17
400,28.9,The product is a show-stopper,46.94,3,18.04,12,98,8 Annamark Way,2023-04-24,2023-04-24
401,22.45,The product is difficult to assemble,31.09,2,8.64,13,77,90 American Ash Crossing,2023-02-24,2023-02-24
402,23.08,The product is easy to use,48.77,2,25.69,12,88,0877 Lighthouse Bay Lane,2023-03-11,2023-03-11
403,22.5,The product exceeded my expectations,46.93,5,24.43,10,49,6993 Harper Place,2023-10-23,2023-10-23
404,27.41,Product arrived earlier than expected,36.23,1,8.82,8,61,0 Pankratz Parkway,2023-08-06,2023-08-06
405,24.27,Not what I expected,55.17,5,30.9,13,28,861 Kropf Circle,2023-03-05,2023-03-05
406,15.59,Highly recommend this product,41.5,5,25.91,12,39,2 Banding Lane,2023-12-11,2023-12-11
407,17.73,Excellent customer service,55.9,3,38.17,14,33,4203 Vernon Crossing,2023-08-01,2023-08-01
408,29.74,The product is a show-stopper,30.99,3,1.25,15,77,8 Cambridge Terrace,2023-05-24,2023-05-24
409,28.77,The product is a show-stopper,40.48,5,11.71,10,8,0 Schlimgen Circle,2023-04-22,2023-04-22
410,13.05,The price is too high for the quality,52.83,3,39.78,10,45,93491 Claremont Place,2023-03-20,2023-03-20
411,16.55,Great quality,55.61,3,39.06,14,7,91691 Eagle Crest Court,2023-01-25,2023-01-25
412,20.05,The product is a great gift idea,36.32,3,16.27,8,96,6 Delaware Drive,2023-09-01,2023-09-01
413,22.33,The product is a lifesaver,41.39,4,19.06,15,93,74 1st Point,2023-06-20,2023-06-20
414,28.66,The product is a head-turner,54.31,4,25.65,10,14,99908 Menomonie Center,2023-10-08,2023-10-08
415,27.07,The product is a lifesaver,31.03,5,3.96,13,44,3912 Sunfield Trail,2023-08-13,2023-08-13
416,24.79,The product is a great value for the price,51.59,1,26.8,12,86,0139 Buena Vista Point,2023-05-29,2023-05-29
417,25.92,Excellent customer service,42.24,4,16.32,16,59,8 Eagan Terrace,2023-04-06,2023-04-06
418,17.1,The color is not as shown in the picture,54.62,5,37.52,11,76,79 International Park,2023-09-28,2023-09-28
419,13.11,The material is very soft and comfortable,46.13,5,33.02,8,80,4 Veith Terrace,2023-08-28,2023-08-28
420,21.99,order a size up,43.6,4,21.61,12,73,19797 Westerfield Circle,2023-10-07,2023-10-07
421,14.67,The material is very soft and comfortable,42.65,4,27.98,15,90,0545 Loeprich Place,2023-08-25,2023-08-25
422,24.66,Excellent customer service,38.04,1,13.38,8,98,74962 Anderson Lane,2023-06-28,2023-06-28
423,27.29,The product is a lifesaver,40.98,5,13.69,12,69,77 Quincy Alley,2023-06-16,2023-06-16
424,23.84,Will definitely buy again,56.83,5,32.99,9,66,99 Evergreen Parkway,2023-11-08,2023-11-08
425,18.24,The product is a confidence-booster,32.18,3,13.94,12,17,542 Donald Court,2023-09-06,2023-09-06
426,10.7,The product is stylish and trendy,30.47,3,19.77,12,11,92 Nobel Trail,2023-10-22,2023-10-22
427,27.25,The product is a money-saver,50.12,4,22.87,13,22,8121 Kings Alley,2023-12-24,2023-12-24
428,16.24,The product is a great gift idea,39.1,2,22.86,15,65,06 Clyde Gallagher Park,2023-09-20,2023-09-20
429,22.72,The packaging was damaged,35.28,1,12.56,11,25,4915 Carey Hill,2023-02-02,2023-02-02
430,20.3,Would buy from this seller again,32.52,3,12.22,9,48,166 Londonderry Crossing,2023-12-27,2023-12-27
431,18.47,The product is a conversation-starter,59.3,2,40.83,15,29,6 Waywood Point,2023-04-02,2023-04-02
432,22.57,The product is a great gift idea,32.58,3,10.01,14,75,095 Harbort Avenue,2023-11-20,2023-11-20
433,15.02,great service,51.93,2,36.91,9,74,1 Jackson Crossing,2023-12-12,2023-12-12
434,15.15,The product is a game-changer,33.1,4,17.95,16,99,7977 Montana Alley,2023-01-01,2023-01-01
435,27.95,Very happy with my purchase,41.68,1,13.73,8,45,28 Delladonna Hill,2023-03-30,2023-03-30
436,29.9,great service,50.15,1,20.25,13,81,8 Vera Lane,2023-09-03,2023-09-03
437,16.2,The product is easy to use,40.82,1,24.62,12,21,63361 Northwestern Drive,2023-07-27,2023-07-27
438,20.82,The product broke after a few uses,46.51,4,25.69,16,67,87825 Merry Terrace,2023-11-13,2023-11-13
439,14.29,Great quality,59.77,4,45.48,14,40,5530 Caliangt Crossing,2023-05-21,2023-05-21
440,23.11,The product is a time-saver,44.38,4,21.27,11,82,83 Colorado Way,2023-09-22,2023-09-22
441,11.24,Fast shipping,56.51,3,45.27,14,30,2396 Iowa Court,2023-04-10,2023-04-10
442,25.35,The product is a game-changer,31.75,4,6.4,14,2,18 Oxford Drive,2023-07-31,2023-07-31
443,20.73,The product is difficult to assemble,52.95,1,32.22,10,39,377 Eagle Crest Crossing,2023-10-08,2023-10-08
444,25.29,The product is easy to use,38.16,4,12.87,9,58,359 Continental Pass,2023-01-12,2023-01-12
445,14.74,The product is a game-changer,49.24,1,34.5,16,20,43398 Declaration Pass,2023-09-18,2023-09-18
446,26.11,The product is a game-changer,49.05,4,22.94,14,83,7910 Stoughton Center,2023-02-18,2023-02-18
447,29.76,The product is stylish and trendy,48.63,2,18.87,13,10,2781 Orin Parkway,2023-09-18,2023-09-18
448,19.41,Fast shipping,53.62,2,34.21,10,84,204 Springview Trail,2023-08-09,2023-08-09
449,16.94,I love this product so much,50.05,3,33.11,12,61,16024 Marquette Circle,2023-09-08,2023-09-08
450,14.13,The product is a game-changer,46.18,4,32.05,13,80,18 Charing Cross Court,2023-05-07,2023-05-07
451,28.87,The product is stylish and trendy,45.05,4,16.18,14,93,29230 Jenifer Road,2023-07-18,2023-07-18
452,29.08,Very disappointed with this purchase,59.35,4,30.27,11,42,99034 Ridgeview Lane,2023-04-03,2023-04-03
453,27.82,The product is a confidence-booster,46.45,4,18.63,9,90,440 Stephen Drive,2023-03-05,2023-03-05
454,24.31,The product exceeded my expectations,51.96,5,27.65,11,49,7 Northfield Way,2023-10-08,2023-10-08
455,16.6,The material is very soft and comfortable,44.56,1,27.96,10,5,489 Oxford Road,2023-07-28,2023-07-28
456,13.55,The product is a great value for the price,34.62,4,21.07,14,1,73080 Ronald Regan Court,2023-11-04,2023-11-04
457,29.03,The color is not as shown in the picture,40.9,4,11.87,12,8,09576 Montana Trail,2023-06-09,2023-06-09
458,11.8,The product is a mood-booster,41.41,2,29.61,10,4,26 Goodland Pass,2023-05-05,2023-05-05
459,23.97,This product is amazing!,51.13,3,27.16,14,15,45 Longview Hill,2023-07-08,2023-07-08
460,23.92,The product is perfect for my needs,56.32,1,32.4,9,13,93 Reinke Pass,2023-02-02,2023-02-02
461,16.38,The packaging was damaged,47.68,1,31.3,9,77,07 Mendota Hill,2023-05-15,2023-05-15
462,27.72,The product is a show-stopper,51.5,5,23.78,8,14,217 Evergreen Pass,2023-10-28,2023-10-28
463,29.19,The product is a game-changer,59.05,5,29.86,9,79,6907 Darwin Lane,2023-05-08,2023-05-08
464,12.49,order a size up,33.44,4,20.95,11,23,18 Spaight Hill,2023-03-25,2023-03-25
465,26.77,Very happy with my purchase,36.53,2,9.76,16,72,94393 Dapin Drive,2023-09-05,2023-09-05
466,23.3,The product is a great value for the price,41.08,4,17.78,8,28,06 Texas Street,2023-11-10,2023-11-10
467,29.14,I love this product so much,40.9,3,11.76,10,15,019 Farwell Circle,2023-02-18,2023-02-18
468,25.01,The product is versatile and can be used in many ways,51.39,2,26.38,15,5,1037 Aberg Hill,2023-08-25,2023-08-25
469,20.36,The product is versatile and can be used in many ways,48.07,3,27.71,8,46,449 Manufacturers Road,2023-02-17,2023-02-17
470,18.11,Not what I expected,35.99,2,17.88,9,94,7 Holy Cross Park,2023-08-02,2023-08-02
471,23.25,The product is perfect for my needs,54.19,4,30.94,8,67,7 Gina Place,2023-09-30,2023-09-30
472,15.88,The product is a great gift idea,45.99,5,30.11,12,59,077 Londonderry Plaza,2023-08-23,2023-08-23
473,21.87,The material is very soft and comfortable,41.31,2,19.44,9,55,77 6th Drive,2023-08-16,2023-08-16
474,26.36,The product is exactly as described,35.16,1,8.8,11,2,07 Old Gate Hill,2023-11-24,2023-11-24
475,19.16,The product is easy to use,37.6,4,18.44,11,54,6188 Monument Center,2023-04-10,2023-04-10
476,18.4,The product exceeded my expectations,56.73,5,38.33,8,73,66408 Gina Center,2023-03-25,2023-03-25
477,24.54,The product is a game-changer,33.14,1,8.6,13,34,987 Miller Circle,2023-11-12,2023-11-12
478,21.7,The product is perfect for my needs,43.27,5,21.57,10,39,07601 Mayfield Crossing,2023-03-12,2023-03-12
479,26.23,The product is a stress-reliever,50.01,2,23.78,14,72,336 Anhalt Junction,2023-03-20,2023-03-20
480,26.21,The product broke after a few uses,39.29,1,13.08,15,9,651 6th Crossing,2023-04-18,2023-04-18
481,27.9,The product is perfect for my needs,47.77,2,19.87,13,64,57 Marcy Trail,2023-03-07,2023-03-07
482,10.64,great service,30.02,3,19.38,12,42,12 Farmco Center,2023-10-01,2023-10-01
483,14.2,I love this product so much,50.88,5,36.68,9,92,30679 Maywood Circle,2023-06-06,2023-06-06
484,26.79,The product is a great gift idea,50.25,4,23.46,16,22,35692 Sauthoff Court,2023-07-12,2023-07-12
485,27.74,Fast shipping,39.89,2,12.15,13,75,38 Lawn Street,2023-12-04,2023-12-04
486,15.1,Would recommend to friends and family,41.87,4,26.77,9,93,3119 Schmedeman Avenue,2023-04-10,2023-04-10
487,20.15,The product is a great value for the price,50.77,3,30.62,8,56,9 Acker Pass,2023-07-31,2023-07-31
488,29.87,Will definitely buy again,32.17,4,2.3,11,1,669 Calypso Junction,2023-06-01,2023-06-01
489,27.11,The product is exactly as described,32.91,5,5.8,9,43,6831 Tennessee Place,2023-02-09,2023-02-09
490,12.85,The product exceeded my expectations,41.0,1,28.15,14,8,9 Scofield Point,2023-03-29,2023-03-29
491,27.73,The product is a party-starter,48.01,3,20.28,8,78,16 Lukken Way,2023-08-07,2023-08-07
492,29.37,The product is a must-have for every home,53.49,2,24.12,12,95,65278 Michigan Park,2023-08-09,2023-08-09
493,23.52,I love this product so much,38.7,5,15.18,13,83,243 Rieder Terrace,2023-12-22,2023-12-22
494,17.35,The product is a party-starter,44.68,5,27.33,10,74,8487 Blaine Junction,2023-01-31,2023-01-31
495,24.35,The product is a show-stopper,59.01,5,34.66,12,17,8 Emmet Trail,2023-10-03,2023-10-03
496,16.87,This product is amazing!,31.07,3,14.2,16,97,363 Union Pass,2023-09-07,2023-09-07
497,18.94,The price is too high for the quality,55.29,4,36.35,12,79,92503 Cordelia Street,2023-09-18,2023-09-18
498,14.73,Very disappointed with this purchase,50.42,4,35.69,11,33,35 6th Avenue,2023-10-28,2023-10-28
499,25.21,The product is a party-starter,33.54,1,8.33,16,90,8 Gateway Parkway,2023-08-12,2023-08-12
500,20.97,This product is amazing!,30.77,1,9.8,13,77,3 Fremont Park,2023-08-15,2023-08-15
501,12.86,Fast shipping,41.14,3,28.28,9,100,62964 Morningstar Court,2023-06-24,2023-06-24
502,13.08,The product is a show-stopper,55.49,2,42.41,8,47,45 Blue Bill Park Road,2023-02-28,2023-02-28
503,25.62,Very satisfied with my purchase,43.14,1,17.52,9,57,2 Grasskamp Hill,2023-07-24,2023-07-24
504,28.01,Fast shipping,47.55,1,19.54,16,2,4 Scofield Alley,2023-08-13,2023-08-13
505,26.84,The product is a head-turner,38.11,2,11.27,13,56,02 Morning Drive,2023-10-04,2023-10-04
506,12.54,Would buy from this seller again,53.97,4,41.43,12,62,89563 Gateway Pass,2023-04-29,2023-04-29
507,29.87,Fast shipping,52.27,5,22.4,11,93,692 Comanche Trail,2023-02-03,2023-02-03
508,22.95,The product is exactly as described,38.74,4,15.79,15,76,7 Hovde Avenue,2023-05-06,2023-05-06
509,29.9,Will definitely buy again,52.09,3,22.19,10,22,10816 Aberg Drive,2023-02-20,2023-02-20
510,20.21,The product is a lifesaver,55.3,3,35.09,14,72,68383 Almo Pass,2023-11-09,2023-11-09
511,28.41,The product is lightweight and easy to carry,58.8,2,30.39,12,63,4562 Forster Lane,2023-10-18,2023-10-18
512,15.97,The color is not as shown in the picture,42.23,5,26.26,13,44,93 Hayes Way,2023-12-21,2023-12-21
513,25.43,Excellent customer service,50.35,1,24.92,16,49,3895 Express Hill,2023-09-22,2023-09-22
514,13.35,The product is versatile and can be used in many ways,41.21,4,27.86,9,82,78 Eastwood Crossing,2023-02-12,2023-02-12
515,13.4,The product is exactly as described,54.15,1,40.75,12,71,88617 Cherokee Crossing,2023-02-17,2023-02-17
