id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
259,22.79,The product is a crowd-pleaser,48.19,3,25.4,9,60,19 Rigney Court,2023-10-20,2023-10-20
260,23.32,Great quality,59.42,1,36.1,12,93,248 Graceland Point,2023-02-14,2023-02-14
261,25.51,The product is not durable,45.68,4,20.17,11,49,21101 Westend Crossing,2023-10-27,2023-10-27
262,27.96,The product is a crowd-pleaser,49.57,1,21.61,11,9,250 Acker Court,2023-03-14,2023-03-14
263,17.75,Would recommend to friends and family,42.95,2,25.2,14,34,0303 Lakeland Alley,2023-01-16,2023-01-16
264,21.33,The product is a confidence-booster,58.81,5,37.48,15,45,0093 Sommers Alley,2023-09-24,2023-09-24
265,16.68,The product is stylish and trendy,39.68,4,23.0,11,94,277 Forest Alley,2023-07-03,2023-07-03
266,21.8,order a size up,33.84,3,12.04,9,25,7 Clemons Terrace,2023-03-28,2023-03-28
267,11.63,I love this product so much,38.41,1,26.78,10,77,86 Pankratz Junction,2023-06-30,2023-06-30
268,20.64,The product is a show-stopper,36.81,2,16.17,15,13,028 5th Trail,2023-12-04,2023-12-04
269,11.11,The product is difficult to assemble,56.29,4,45.18,13,92,1 Dayton Center,2023-01-16,2023-01-16
270,13.76,The product is versatile and can be used in many ways,57.49,5,43.73,11,6,347 Park Meadow Lane,2023-07-14,2023-07-14
271,10.11,Excellent customer service,38.26,4,28.15,9,27,1321 Graedel Drive,2023-02-20,2023-02-20
272,21.13,The product is a conversation-starter,33.84,5,12.71,10,95,76 Dawn Terrace,2023-06-04,2023-06-04
273,17.84,The product is exactly as described,37.39,4,19.55,15,99,9 Northfield Point,2023-04-12,2023-04-12
274,24.67,The product is a lifesaver,39.87,3,15.2,14,90,483 Melody Place,2023-06-14,2023-06-14
275,26.68,The product is a must-have for every home,42.87,3,16.19,9,97,1126 Waywood Street,2023-11-06,2023-11-06
276,13.13,The product is lightweight and easy to carry,48.48,2,35.35,13,4,33 Longview Pass,2023-08-13,2023-08-13
277,20.78,Not what I expected,51.47,4,30.69,9,14,6 Westridge Avenue,2023-01-28,2023-01-28
278,23.46,The product is a lifesaver,54.16,1,30.7,14,55,57 Kensington Trail,2023-01-08,2023-01-08
279,23.09,The product is a game-changer,35.54,2,12.45,14,87,8211 Texas Drive,2023-08-26,2023-08-26
280,14.98,Would recommend to friends and family,57.84,2,42.86,12,77,3 Jenna Circle,2023-12-12,2023-12-12
281,10.25,The product is a game-changer,42.76,1,32.51,8,75,83 Kenwood Pass,2023-07-20,2023-07-20
282,10.79,The size runs small,39.24,4,28.45,15,84,1321 Green Way,2023-07-11,2023-07-11
283,13.11,The product is a conversation-starter,42.01,2,28.9,13,71,0400 Carpenter Circle,2023-07-31,2023-07-31
284,19.17,Not worth the money,47.38,5,28.21,14,54,379 Pawling Crossing,2023-10-02,2023-10-02
285,17.74,The product is a space-saver,30.56,5,12.82,10,35,98887 Becker Center,2023-09-29,2023-09-29
286,22.82,The product exceeded my expectations,38.59,3,15.77,11,60,1492 Annamark Park,2023-07-19,2023-07-19
287,12.4,The product is a conversation-starter,33.52,1,21.12,13,85,7073 Pankratz Way,2023-12-27,2023-12-27
288,22.51,order a size up,40.79,5,18.28,15,9,160 Portage Parkway,2023-05-25,2023-05-25
289,11.93,The product is a time-saver,34.03,3,22.1,8,76,243 Shelley Point,2023-05-19,2023-05-19
290,25.91,The price is too high for the quality,56.33,3,30.42,10,83,2 Buena Vista Alley,2023-04-19,2023-04-19
291,10.68,The product is a space-saver,43.89,5,33.21,10,39,61112 Rieder Pass,2023-01-17,2023-01-17
292,19.12,The product is a confidence-booster,32.87,2,13.75,14,38,2 Little Fleur Road,2023-05-12,2023-05-12
293,16.12,The color is not as shown in the picture,36.21,4,20.09,15,96,432 Towne Crossing,2023-04-14,2023-04-14
294,11.53,The product is a money-saver,31.57,5,20.04,11,57,92401 Green Circle,2023-12-29,2023-12-29
295,15.16,The product is a mood-booster,40.51,3,25.35,11,40,96 Schmedeman Street,2023-03-22,2023-03-22
296,11.59,The product is a mood-booster,52.11,2,40.52,15,15,3 Sundown Road,2023-03-30,2023-03-30
297,27.98,Product arrived earlier than expected,59.74,2,31.76,14,62,093 Lakeland Avenue,2023-05-21,2023-05-21
298,15.82,The product is a time-saver,52.63,2,36.81,11,52,86 Warbler Crossing,2023-10-03,2023-10-03
299,16.6,The product is a confidence-booster,55.39,1,38.79,14,30,8360 Holmberg Park,2023-12-29,2023-12-29
300,16.42,Not what I expected,40.31,1,23.89,15,51,18 5th Park,2023-05-07,2023-05-07
301,27.49,The product exceeded my expectations,48.37,1,20.88,11,67,21976 Huxley Circle,2023-10-06,2023-10-06
302,25.49,The product is exactly as described,45.6,2,20.11,16,21,8 Roth Trail,2023-11-12,2023-11-12
303,23.57,The product is a mood-booster,41.86,3,18.29,16,12,6719 Reindahl Center,2023-05-14,2023-05-14
304,10.05,The product is stylish and trendy,45.62,5,35.57,16,10,787 Bayside Point,2023-11-20,2023-11-20
305,26.27,order a size up,57.36,2,31.09,8,5,3 Arapahoe Drive,2023-11-01,2023-11-01
306,12.16,Very satisfied with my purchase,57.04,3,44.88,14,66,43681 Menomonie Plaza,2023-11-10,2023-11-10
307,18.28,The product is a money-saver,37.15,4,18.87,12,14,0 Mccormick Parkway,2023-08-19,2023-08-19
308,19.45,The product is versatile and can be used in many ways,30.6,5,11.15,8,63,3591 8th Crossing,2023-12-07,2023-12-07
309,16.28,The product is a game-changer,39.9,2,23.62,13,74,8 Monument Way,2023-02-08,2023-02-08
310,11.38,Great quality,32.8,5,21.42,16,78,65420 Hovde Drive,2023-09-06,2023-09-06
311,12.4,The color is not as shown in the picture,40.67,1,28.27,16,77,7 Dexter Street,2023-05-08,2023-05-08
312,20.43,The product is a stress-reliever,35.14,4,14.71,16,35,2 Eagan Plaza,2023-03-27,2023-03-27
313,23.94,great service,35.26,4,11.32,11,93,6773 Steensland Court,2023-05-05,2023-05-05
314,19.04,The product is a great value for the price,33.46,2,14.42,9,99,98918 Straubel Hill,2023-03-06,2023-03-06
315,25.9,The product is not durable,42.28,4,16.38,15,72,70 Forest Dale Junction,2023-06-15,2023-06-15
316,22.02,The product is a stress-reliever,53.07,1,31.05,9,41,81594 Vermont Circle,2023-12-21,2023-12-21
317,16.24,Product arrived earlier than expected,57.04,5,40.8,10,11,7 Sycamore Court,2023-04-06,2023-04-06
318,15.98,The product is perfect for my needs,47.41,3,31.43,16,60,2989 Evergreen Crossing,2023-07-05,2023-07-05
319,21.07,The product broke after a few uses,54.42,4,33.35,13,22,0352 Melvin Point,2023-12-12,2023-12-12
320,10.96,Great quality,30.2,1,19.24,10,43,0434 Victoria Point,2023-04-13,2023-04-13
321,23.09,The product is stylish and trendy,41.98,4,18.89,14,69,586 Mosinee Park,2023-10-12,2023-10-12
322,13.5,The product is a money-saver,36.7,5,23.2,15,23,9 Annamark Trail,2023-09-04,2023-09-04
323,19.83,The price is too high for the quality,56.98,2,37.15,9,76,7 Claremont Court,2023-07-18,2023-07-18
324,14.63,The product is a lifesaver,59.73,3,45.1,12,1,45 Dixon Parkway,2023-05-13,2023-05-13
325,28.93,The product is a show-stopper,41.75,5,12.82,9,80,559 Larry Trail,2023-07-15,2023-07-15
326,27.0,Product arrived earlier than expected,56.03,5,29.03,9,95,19396 Sycamore Place,2023-08-26,2023-08-26
327,16.34,The product is a mood-booster,51.32,3,34.98,16,87,6028 Hazelcrest Road,2023-09-11,2023-09-11
328,27.22,The product exceeded my expectations,36.92,4,9.7,13,82,6 Shasta Junction,2023-05-18,2023-05-18
329,12.12,Product arrived earlier than expected,34.16,1,22.04,9,79,4515 Briar Crest Trail,2023-11-28,2023-11-28
330,28.96,The product is exactly as described,36.55,1,7.59,11,57,09082 5th Hill,2023-07-24,2023-07-24
331,11.74,Great quality,42.84,4,31.1,16,88,26678 Warrior Alley,2023-12-21,2023-12-21
332,13.46,The product is a conversation-starter,57.79,5,44.33,10,63,80 Prairie Rose Lane,2023-02-23,2023-02-23
333,10.49,The product is a game-changer,52.0,3,41.51,10,14,313 Lindbergh Park,2023-02-28,2023-02-28
334,20.44,order a size up,32.7,4,12.26,14,28,9 Brickson Park Center,2023-02-12,2023-02-12
335,28.71,Not worth the money,52.5,5,23.79,11,75,6695 Nancy Alley,2023-03-29,2023-03-29
336,20.94,The product is a game-changer,35.66,5,14.72,11,83,19 Montana Place,2023-10-25,2023-10-25
337,24.85,The material is very soft and comfortable,49.85,5,25.0,12,56,92810 Sycamore Alley,2023-02-01,2023-02-01
338,26.77,The product is a conversation-starter,52.52,1,25.75,14,62,610 Graceland Way,2023-07-31,2023-07-31
339,16.95,The product is a mood-booster,42.69,1,25.74,15,21,3686 Granby Junction,2023-10-12,2023-10-12
340,23.36,The color is not as shown in the picture,34.44,5,11.08,15,78,7440 Susan Court,2023-10-26,2023-10-26
341,29.85,The product is a time-saver,32.55,3,2.7,16,47,80332 Fairfield Circle,2023-01-13,2023-01-13
342,24.46,Great quality,46.2,4,21.74,9,72,135 Sheridan Plaza,2023-02-25,2023-02-25
343,11.63,The product is difficult to assemble,56.72,4,45.09,13,36,92243 Steensland Drive,2023-04-11,2023-04-11
344,17.22,Very disappointed with this purchase,52.31,2,35.09,15,46,3566 Cottonwood Center,2023-11-08,2023-11-08
345,29.5,The product is easy to use,43.55,3,14.05,15,39,3878 Coolidge Hill,2023-02-24,2023-02-24
346,14.54,The product is versatile and can be used in many ways,51.69,3,37.15,10,21,6307 Cherokee Street,2023-11-29,2023-11-29
347,19.63,The product broke after a few uses,33.83,5,14.2,15,89,033 Namekagon Center,2023-12-05,2023-12-05
348,16.22,The material is very soft and comfortable,30.92,2,14.7,11,57,2507 Helena Hill,2023-08-24,2023-08-24
349,29.45,order a size up,41.58,4,12.13,15,32,23130 Pierstorff Point,2023-06-03,2023-06-03
350,12.71,Excellent customer service,39.75,1,27.04,11,27,583 Mendota Point,2023-04-23,2023-04-23
351,11.24,Will definitely buy again,51.91,4,40.67,10,47,46 Kennedy Way,2023-07-10,2023-07-10
352,10.92,The product is a conversation-starter,53.27,5,42.35,14,43,1 Pleasure Way,2023-11-09,2023-11-09
353,20.43,The product exceeded my expectations,59.44,5,39.01,15,1,29 Manitowish Lane,2023-09-22,2023-09-22
354,11.38,The product is a crowd-pleaser,52.67,5,41.29,13,17,5 Pawling Center,2023-06-29,2023-06-29
355,27.94,The product is a head-turner,35.21,3,7.27,13,63,3 8th Center,2023-10-02,2023-10-02
356,19.7,The packaging was damaged,40.24,4,20.54,10,30,6030 Eggendart Plaza,2023-01-25,2023-01-25
357,25.75,The product is perfect for my needs,30.11,3,4.36,9,55,25491 Shopko Circle,2023-12-04,2023-12-04
358,10.33,The product is exactly as described,36.44,2,26.11,9,68,0578 Anniversary Center,2023-03-16,2023-03-16
359,27.5,The product is a great gift idea,50.35,2,22.85,11,60,8514 Basil Street,2023-02-12,2023-02-12
360,21.11,The size runs small,35.82,4,14.71,8,11,01 Hazelcrest Junction,2023-06-12,2023-06-12
361,23.35,The product exceeded my expectations,39.52,1,16.17,11,22,0726 Waubesa Center,2023-07-14,2023-07-14
362,15.44,Very disappointed with this purchase,49.78,4,34.34,9,33,4 Dapin Point,2023-08-25,2023-08-25
363,22.37,The color is not as shown in the picture,32.49,1,10.12,12,8,40978 Miller Terrace,2023-01-11,2023-01-11
364,12.73,Great quality,46.9,2,34.17,12,90,09 Almo Road,2023-08-19,2023-08-19
365,17.49,The product is a space-saver,43.42,2,25.93,9,20,925 Muir Alley,2023-12-10,2023-12-10
366,23.92,The product is a game-changer,54.95,2,31.03,9,7,2 Dawn Lane,2023-04-02,2023-04-02
367,16.15,The packaging was damaged,32.11,1,15.96,10,51,0 Ridge Oak Pass,2023-11-04,2023-11-04
368,14.34,The product exceeded my expectations,50.2,3,35.86,9,91,0 Scoville Lane,2023-06-23,2023-06-23
369,27.85,The product is a game-changer,40.91,1,13.06,16,71,98469 Johnson Terrace,2023-02-25,2023-02-25
370,23.98,Very disappointed with this purchase,37.7,1,13.72,11,18,76308 Ilene Drive,2023-11-29,2023-11-29
371,24.32,The size runs small,34.76,4,10.44,16,19,3 West Center,2023-10-14,2023-10-14
372,10.64,The product is a mood-booster,51.6,4,40.96,13,66,82424 Debra Junction,2023-07-04,2023-07-04
373,12.12,The product is a party-starter,55.81,4,43.69,10,13,7279 Sherman Road,2023-11-21,2023-11-21
374,23.29,Great quality,34.25,2,10.96,9,64,0800 Schmedeman Park,2023-07-24,2023-07-24
375,29.39,Will definitely buy again,51.62,1,22.23,13,51,1 Buell Lane,2023-05-17,2023-05-17
376,11.45,This product is amazing!,41.68,4,30.23,9,45,19722 Schlimgen Avenue,2023-09-07,2023-09-07
377,27.57,The product is exactly as described,37.25,1,9.68,16,24,0473 Kingsford Crossing,2023-07-03,2023-07-03
378,11.97,The product is a lifesaver,50.89,1,38.92,13,40,78772 Orin Street,2023-09-07,2023-09-07
379,25.5,The packaging was damaged,56.74,5,31.24,8,81,7589 3rd Lane,2023-02-08,2023-02-08
380,21.45,The product is a show-stopper,42.83,5,21.38,10,69,26153 North Junction,2023-02-02,2023-02-02
381,25.33,Very happy with my purchase,30.36,5,5.03,9,48,873 Mcguire Center,2023-08-07,2023-08-07
382,13.35,great service,57.92,5,44.57,16,56,01212 Eagle Crest Place,2023-12-26,2023-12-26
383,17.23,Highly recommend this product,40.08,3,22.85,8,93,92 Twin Pines Parkway,2023-12-19,2023-12-19
384,25.46,Great quality,48.54,3,23.08,10,70,21989 Weeping Birch Road,2023-01-30,2023-01-30
385,12.37,Would buy from this seller again,35.08,4,22.71,12,96,02 Raven Lane,2023-03-02,2023-03-02
386,12.15,The product is a stress-reliever,32.34,1,20.19,15,41,37 Pond Hill,2023-05-16,2023-05-16
387,15.5,I love this product so much,49.44,5,33.94,10,53,6983 Brown Center,2023-06-19,2023-06-19
388,23.33,The product is a great value for the price,47.25,5,23.92,9,31,7 Hauk Junction,2023-01-24,2023-01-24
389,17.61,This product is amazing!,32.17,5,14.56,14,37,218 Doe Crossing Avenue,2023-06-06,2023-06-06
390,16.55,The product is a great value for the price,44.21,5,27.66,12,54,111 Killdeer Court,2023-03-21,2023-03-21
391,15.22,The product is exactly as described,44.51,1,29.29,11,82,95 Towne Point,2023-02-11,2023-02-11
392,19.83,I love this product so much,31.15,1,11.32,10,16,864 Muir Trail,2023-08-06,2023-08-06
393,19.07,The product broke after a few uses,55.95,2,36.88,15,52,5851 Londonderry Terrace,2023-11-28,2023-11-28
394,22.94,This product is amazing!,44.69,4,21.75,11,4,075 Stuart Pass,2023-07-11,2023-07-11
395,11.75,The product broke after a few uses,39.14,4,27.39,15,74,6 Grasskamp Terrace,2023-05-26,2023-05-26
396,21.07,The product is a must-have for every home,55.7,5,34.63,9,78,91524 Oak Valley Court,2023-06-24,2023-06-24
397,14.04,The price is too high for the quality,47.04,4,33.0,10,1,47 Golf Course Lane,2023-03-12,2023-03-12
398,10.36,The product is lightweight and easy to carry,57.03,2,46.67,14,91,4175 Crowley Lane,2023-10-16,2023-10-16
399,19.42,The product is lightweight and easy to carry,56.71,5,37.29,15,89,2239 Gulseth Point,2023-03-19,2023-03-19
400,28.21,The product is a mood-booster,53.05,5,24.84,14,2,51 Troy Alley,2023-07-10,2023-07-10
401,26.84,Fast shipping,37.47,1,10.63,11,5,1 Oak Valley Pass,2023-04-25,2023-04-25
402,19.04,The size runs small,53.59,1,34.55,9,34,57244 Magdeline Avenue,2023-11-11,2023-11-11
403,19.76,The product is a money-saver,55.0,3,35.24,9,18,8 Westend Alley,2023-04-27,2023-04-27
404,27.35,The product is a mood-booster,42.93,4,15.58,13,41,858 Glacier Hill Hill,2023-08-20,2023-08-20
405,27.24,great service,56.37,5,29.13,14,86,82 Oak Plaza,2023-06-14,2023-06-14
406,15.95,The product is a game-changer,31.54,5,15.59,16,9,6912 Crescent Oaks Way,2023-06-06,2023-06-06
407,17.85,Fast shipping,58.39,3,40.54,8,55,355 Steensland Court,2023-07-25,2023-07-25
408,11.51,Excellent customer service,31.19,1,19.68,8,61,8838 Lawn Parkway,2023-08-31,2023-08-31
409,16.32,The product is a stress-reliever,52.52,1,36.2,16,24,3 Green Hill,2023-12-27,2023-12-27
410,16.43,The product is a conversation-starter,34.52,4,18.09,9,75,40245 Coolidge Junction,2023-04-30,2023-04-30
411,24.26,The price is too high for the quality,36.78,3,12.52,13,39,07647 Trailsway Lane,2023-07-02,2023-07-02
412,16.74,I love this product so much,44.49,3,27.75,14,19,8290 Calypso Pass,2023-07-28,2023-07-28
413,15.33,The product is a time-saver,50.94,1,35.61,14,77,5259 Hooker Point,2023-04-08,2023-04-08
414,10.61,The product is a space-saver,36.45,4,25.84,9,45,142 Ilene Place,2023-05-09,2023-05-09
415,21.87,Very satisfied with my purchase,32.62,2,10.75,9,10,34643 Haas Park,2023-10-14,2023-10-14
416,29.64,The product is perfect for my needs,30.01,3,0.37,9,22,1 Memorial Terrace,2023-12-10,2023-12-10
417,20.61,Would recommend to friends and family,30.34,5,9.73,11,84,1407 6th Road,2023-03-06,2023-03-06
418,23.17,Would buy from this seller again,44.82,3,21.65,9,89,4 Fremont Place,2023-10-12,2023-10-12
419,22.45,Very satisfied with my purchase,48.09,1,25.64,16,2,71 Golf View Street,2023-11-13,2023-11-13
420,18.94,Excellent customer service,51.92,1,32.98,13,47,9900 Moose Parkway,2023-12-13,2023-12-13
421,17.18,The product is a lifesaver,32.53,5,15.35,15,85,23 Holmberg Court,2023-04-07,2023-04-07
422,10.69,Not worth the money,57.01,5,46.32,14,46,5 Ilene Place,2023-08-23,2023-08-23
423,11.2,The product is a conversation-starter,32.51,3,21.31,9,32,475 Vernon Park,2023-09-14,2023-09-14
424,13.21,The product is a time-saver,35.97,2,22.76,9,17,54820 Stoughton Plaza,2023-07-10,2023-07-10
425,27.7,The product is a great gift idea,48.15,3,20.45,16,40,155 Loftsgordon Drive,2023-09-19,2023-09-19
426,24.38,Highly recommend this product,46.54,4,22.16,14,36,2577 Thackeray Hill,2023-07-17,2023-07-17
427,18.78,Not worth the money,41.29,4,22.51,13,94,93020 Londonderry Way,2023-05-18,2023-05-18
428,28.83,The product is not durable,35.55,3,6.72,11,12,6574 Scoville Plaza,2023-07-11,2023-07-11
429,13.46,Very satisfied with my purchase,45.92,2,32.46,14,23,0 Shopko Way,2023-12-29,2023-12-29
430,29.42,Not worth the money,43.21,3,13.79,10,98,65808 Crownhardt Terrace,2023-10-17,2023-10-17
431,17.87,The product is a crowd-pleaser,38.54,2,20.67,10,81,6017 Washington Pass,2023-01-16,2023-01-16
432,22.22,The product broke after a few uses,32.8,5,10.58,12,69,288 Sugar Alley,2023-04-10,2023-04-10
433,12.27,The product is not durable,34.18,1,21.91,9,66,787 Caliangt Avenue,2023-06-17,2023-06-17
434,21.49,The product is a time-saver,37.51,3,16.02,11,15,08 Moulton Street,2023-10-11,2023-10-11
435,27.47,The packaging was damaged,47.06,5,19.59,16,60,11924 Northland Street,2023-09-11,2023-09-11
436,23.73,The product is a time-saver,50.88,1,27.15,10,28,7967 Spaight Hill,2023-05-11,2023-05-11
437,23.63,I love this product so much,52.7,4,29.07,10,74,4538 Lakeland Place,2023-05-04,2023-05-04
438,24.98,The product is versatile and can be used in many ways,30.98,1,6.0,12,98,1 Jay Point,2023-03-23,2023-03-23
439,19.64,The product is a great gift idea,36.17,3,16.53,11,19,757 Westend Point,2023-06-24,2023-06-24
440,26.24,The product is a show-stopper,55.9,3,29.66,14,37,0949 Reindahl Pass,2023-02-22,2023-02-22
441,14.06,The product is lightweight and easy to carry,52.65,5,38.59,8,7,20705 Westerfield Lane,2023-08-26,2023-08-26
442,29.85,The product is versatile and can be used in many ways,38.88,3,9.03,16,51,40714 Center Plaza,2023-09-03,2023-09-03
443,27.59,The product is a time-saver,44.34,1,16.75,8,46,3 Helena Plaza,2023-07-30,2023-07-30
444,26.57,The product is lightweight and easy to carry,35.57,1,9.0,12,55,636 Colorado Alley,2023-04-25,2023-04-25
445,12.19,The product is a lifesaver,50.15,2,37.96,11,72,50 Nelson Street,2023-04-18,2023-04-18
446,19.22,The size runs small,59.27,5,40.05,14,11,3 Red Cloud Terrace,2023-09-19,2023-09-19
447,14.64,The product is a must-have for every home,36.99,5,22.35,9,49,601 Brown Street,2023-03-17,2023-03-17
448,22.04,The product is a game-changer,46.89,4,24.85,15,39,30 Haas Point,2023-10-12,2023-10-12
449,26.97,Excellent customer service,38.2,2,11.23,13,40,5697 Fuller Center,2023-07-01,2023-07-01
450,19.17,I love this product so much,51.59,4,32.42,12,84,287 Dixon Trail,2023-08-21,2023-08-21
451,21.65,The product is not durable,45.62,5,23.97,14,43,81 Evergreen Drive,2023-01-18,2023-01-18
452,29.76,The product is versatile and can be used in many ways,48.13,5,18.37,14,62,43606 Maryland Point,2023-03-21,2023-03-21
453,11.74,The color is not as shown in the picture,54.43,4,42.69,9,90,3 Shopko Court,2023-03-10,2023-03-10
454,13.86,The product is a great gift idea,44.43,2,30.57,15,53,26778 Calypso Park,2023-08-19,2023-08-19
455,13.56,The product is a mood-booster,36.51,3,22.95,8,26,3 Anthes Avenue,2023-02-04,2023-02-04
456,15.23,Not worth the money,48.2,5,32.97,13,1,1 Golden Leaf Trail,2023-06-12,2023-06-12
457,23.62,The product broke after a few uses,51.88,3,28.26,13,4,9 Tennyson Lane,2023-05-07,2023-05-07
458,23.09,Fast shipping,51.16,5,28.07,10,82,173 Straubel Way,2023-07-15,2023-07-15
459,21.28,The product is a mood-booster,31.51,3,10.23,15,75,2 Northport Circle,2023-07-04,2023-07-04
460,15.56,Excellent customer service,31.16,5,15.6,10,5,98 Sommers Alley,2023-07-06,2023-07-06
461,13.98,Not worth the money,37.94,1,23.96,9,21,43701 Continental Place,2023-09-12,2023-09-12
462,22.79,Highly recommend this product,45.38,2,22.59,10,95,836 Caliangt Place,2023-09-05,2023-09-05
463,18.28,Great quality,50.75,1,32.47,14,31,0011 Kim Park,2023-02-14,2023-02-14
464,17.44,Highly recommend this product,41.47,5,24.03,9,41,57 Farmco Circle,2023-11-06,2023-11-06
465,28.02,The product is a time-saver,35.56,2,7.54,10,12,57094 Lakeland Center,2023-01-15,2023-01-15
466,18.43,The product is a conversation-starter,33.78,4,15.35,10,88,6 Evergreen Park,2023-05-02,2023-05-02
467,21.61,Not what I expected,41.51,5,19.9,16,79,74044 Westend Parkway,2023-01-04,2023-01-04
468,25.62,The material is very soft and comfortable,42.78,3,17.16,9,30,47 Jenna Pass,2023-10-16,2023-10-16
469,24.47,Great quality,51.49,4,27.02,8,3,9 Arkansas Place,2023-06-01,2023-06-01
470,27.99,Very happy with my purchase,53.04,3,25.05,14,93,8 Bayside Hill,2023-02-27,2023-02-27
471,12.35,The product is a game-changer,33.13,3,20.78,8,20,4729 Alpine Drive,2023-12-12,2023-12-12
472,27.66,The product is a money-saver,42.71,1,15.05,16,42,6 Schiller Circle,2023-11-28,2023-11-28
473,11.87,The product exceeded my expectations,51.99,4,40.12,9,8,9398 Pepper Wood Point,2023-10-31,2023-10-31
474,26.8,The material is very soft and comfortable,43.93,1,17.13,8,18,80 Ruskin Court,2023-01-05,2023-01-05
475,24.07,The product is a mood-booster,39.98,3,15.91,12,52,57974 Montana Way,2023-01-16,2023-01-16
476,16.32,Very satisfied with my purchase,48.49,2,32.17,14,83,40 Bluestem Park,2023-06-17,2023-06-17
477,16.98,The product broke after a few uses,39.48,4,22.5,12,94,36663 Lake View Avenue,2023-01-27,2023-01-27
478,16.65,The product is a confidence-booster,31.69,3,15.04,11,14,1 Di Loreto Alley,2023-07-20,2023-07-20
479,20.53,The product is a party-starter,47.69,5,27.16,13,25,7 Shelley Drive,2023-12-09,2023-12-09
480,29.81,The product broke after a few uses,44.09,2,14.28,16,90,331 Superior Drive,2023-07-29,2023-07-29
481,18.66,The product is exactly as described,55.07,5,36.41,13,24,54 Bellgrove Trail,2023-03-10,2023-03-10
482,14.3,Not what I expected,58.7,5,44.4,14,11,95955 Continental Center,2023-02-22,2023-02-22
483,22.5,The product is difficult to assemble,56.75,1,34.25,16,63,9163 Del Sol Terrace,2023-02-18,2023-02-18
484,29.86,The product is a great value for the price,43.62,5,13.76,15,40,6 Monument Road,2023-08-29,2023-08-29
485,20.39,Highly recommend this product,58.46,3,38.07,13,54,9 Lunder Junction,2023-01-01,2023-01-01
486,11.28,The product is a confidence-booster,40.24,4,28.96,16,96,5688 Portage Plaza,2023-09-03,2023-09-03
487,17.79,The packaging was damaged,38.1,4,20.31,16,22,3 Elka Terrace,2023-01-27,2023-01-27
488,26.11,The packaging was damaged,42.6,3,16.49,11,85,0 Kings Center,2023-09-13,2023-09-13
489,10.15,The packaging was damaged,44.8,1,34.65,15,6,14 Hanover Circle,2023-02-26,2023-02-26
490,20.03,Highly recommend this product,43.77,2,23.74,12,49,8406 Twin Pines Center,2023-12-29,2023-12-29
491,20.76,The product is not durable,32.72,4,11.96,14,84,12727 Maryland Hill,2023-01-06,2023-01-06
492,21.06,The price is too high for the quality,43.1,4,22.04,10,68,1326 Northport Parkway,2023-05-01,2023-05-01
493,19.5,The product is a party-starter,56.28,3,36.78,13,97,53978 Artisan Crossing,2023-04-20,2023-04-20
494,19.41,I love this product so much,56.18,1,36.77,14,77,39717 Portage Junction,2023-11-15,2023-11-15
495,16.38,The product exceeded my expectations,44.87,1,28.49,16,29,7 Hayes Circle,2023-11-26,2023-11-26
496,19.7,Highly recommend this product,33.47,3,13.77,14,9,039 Dayton Junction,2023-12-19,2023-12-19
497,27.75,order a size up,49.64,5,21.89,15,93,3696 Jana Point,2023-05-29,2023-05-29
498,25.15,Excellent customer service,51.55,1,26.4,12,8,336 Norway Maple Drive,2023-04-30,2023-04-30
499,10.4,The product is a must-have for every home,31.38,5,20.98,15,28,143 Lillian Junction,2023-09-16,2023-09-16
500,15.39,The product is a confidence-booster,37.81,5,22.42,11,79,7 Monica Street,2023-01-12,2023-01-12
501,27.49,The product is a must-have for every home,43.28,5,15.79,9,83,2 4th Terrace,2023-08-31,2023-08-31
502,23.14,The product is versatile and can be used in many ways,33.98,2,10.84,8,5,67381 Blue Bill Park Court,2023-03-16,2023-03-16
503,17.49,The packaging was damaged,47.76,5,30.27,9,82,5 Eagan Terrace,2023-07-02,2023-07-02
504,27.76,The product is a must-have for every home,32.27,3,4.51,15,19,4150 Melvin Circle,2023-12-18,2023-12-18
505,22.17,Not worth the money,38.47,1,16.3,12,88,18 Kim Place,2023-08-28,2023-08-28
506,17.79,The product is a great value for the price,55.75,1,37.96,16,18,84 Elmside Parkway,2023-05-27,2023-05-27
507,12.15,Very disappointed with this purchase,59.74,3,47.59,9,97,59429 Arkansas Center,2023-07-08,2023-07-08
508,14.96,Great quality,32.26,4,17.3,13,81,71777 Memorial Drive,2023-05-26,2023-05-26
509,15.37,Not worth the money,55.34,4,39.97,15,64,3 Kinsman Trail,2023-04-30,2023-04-30
510,19.78,The packaging was damaged,35.81,5,16.03,12,35,54816 Rutledge Drive,2023-12-10,2023-12-10
511,15.91,The product is a time-saver,49.64,1,33.73,11,72,60078 Mccormick Road,2023-02-10,2023-02-10
512,24.58,The product is a stress-reliever,31.2,1,6.62,15,76,00540 Northland Way,2023-09-15,2023-09-15
513,13.72,Not what I expected,56.54,2,42.82,13,41,2 Menomonie Way,2023-07-20,2023-07-20
514,16.28,Fast shipping,36.39,3,20.11,15,11,4229 Briar Crest Place,2023-04-26,2023-04-26
515,17.46,Excellent customer service,59.55,1,42.09,15,58,21748 Summerview Crossing,2023-08-31,2023-08-31
516,17.48,Not what I expected,59.27,2,41.79,12,32,65499 Mifflin Road,2023-07-22,2023-07-22
